channel,freq,C1,C2,testcase1,testcase2,testcase3,testcase4,testcase5,testcase6,testcase7,testcase8,testcase9,testcase10,testcase11,testcase12,testcase13,testcase14,testcase15,testcase16,testcase17,testcase18,testcase19,testcase20,testcase21,testcase22,testcase23,testcase24,testcase25,testcase26,testcase27
T8,58,1,2,1.392721,1.224201,2.410274,0.392593,1.640482,2.849964,1.771136,1.776945,3.785124,4.080032,1.466579,1.129529,0.625389,0.773094,0.808301,0.760924,1.232372,1.752341,1.825357,1.826731,2.950087,4.265258,0.389093,0.588283,0.288962,3.932558,1.623202
T8,59,1,2,1.426594,1.231689,2.540303,0.353280,1.625248,2.868255,1.784727,1.830824,3.930848,4.575566,1.415453,1.152006,0.610157,0.796154,0.840198,0.590394,1.186254,1.758923,1.804347,1.817978,2.962428,4.585188,0.345047,0.579671,0.277596,4.380690,1.585117
T8,60,1,2,1.412983,1.224170,2.515043,0.365807,1.626575,2.845133,1.790638,1.798003,3.851489,4.366288,1.419972,1.139624,0.613076,0.790305,0.835717,0.651052,1.197898,1.741494,1.799589,1.830934,2.945760,4.488682,0.356046,0.577335,0.279341,4.114476,1.624133
T8,61,1,2,1.309597,1.254406,2.268631,0.447607,1.600517,2.918740,1.658973,1.715493,3.477761,3.223644,1.564567,1.110416,0.611080,0.730114,0.799116,0.934762,1.303574,1.649966,1.870834,1.940020,2.841215,3.643989,0.438941,0.608937,0.308680,3.235588,1.653907
T8,62,1,2,1.215742,1.281183,2.077633,0.518626,1.578733,2.830335,1.547170,1.681770,3.086418,2.576863,1.758110,1.034694,0.640830,0.692627,0.788376,1.109472,1.451308,1.562409,1.891244,2.079601,2.831810,3.086716,0.509922,0.612192,0.346000,2.934334,1.685386
T8,63,1,2,1.396452,1.216349,2.479693,0.372815,1.644483,2.858641,1.792163,1.786258,3.822207,4.145332,1.448979,1.108741,0.632912,0.785500,0.828636,0.698932,1.216645,1.753512,1.767546,1.834800,3.008280,4.281117,0.371250,0.580079,0.284192,4.082646,1.623145
F8,0,1,2,1.353457,1.109012,4.316077,0.305304,2.443320,3.286450,2.013667,1.043645,4.717243,7.637421,1.090840,1.192517,0.245857,0.879048,1.870335,0.787713,1.080870,0.503007,1.177055,3.195585,5.491385,5.216469,0.580820,1.507247,1.336812,0.714814,1.756183
F8,1,1,2,1.352734,1.104662,4.037875,0.313478,2.465565,3.260572,2.012955,1.048574,4.656336,7.294396,1.099609,1.181489,0.259487,0.885253,1.908065,0.787446,1.095322,0.513410,1.183274,3.214659,5.347484,5.052284,0.598474,1.507450,1.324590,0.758450,1.727319
F8,2,1,2,1.344932,1.105542,3.708996,0.334794,2.492376,3.282032,1.974977,1.043762,4.491480,6.545036,1.116629,1.174190,0.302846,0.898688,1.881491,0.805330,1.119700,0.523738,1.204192,3.214977,5.174041,4.670689,0.636427,1.475583,1.291748,0.786152,1.619579
F8,3,1,2,1.322917,1.088980,3.020142,0.383737,2.514140,3.304720,1.935244,1.046221,4.010974,5.235707,1.164308,1.169245,0.399206,0.906949,1.847762,0.891636,1.185008,0.542523,1.225956,3.297275,4.431727,4.161976,0.720976,1.424712,1.270106,0.864081,1.440048
F8,4,1,2,1.265656,1.113068,1.927550,0.547592,2.563479,3.226133,1.659243,1.026785,2.649386,3.062992,1.329119,1.132424,0.662391,0.898385,1.625955,1.026548,1.373614,0.613252,1.315423,3.080986,2.662928,3.148220,0.938232,1.281053,1.199796,1.027467,1.112697
F8,5,1,2,1.144860,1.073468,1.251548,0.930792,1.659903,2.573429,1.241443,0.833083,1.410713,1.921537,1.142317,0.954999,0.759300,0.876634,1.345702,1.014709,1.416921,0.649252,1.244111,1.595046,1.120736,1.846042,0.932128,0.987545,0.962090,1.423981,1.167149
F8,6,1,2,1.314978,1.055958,2.221771,0.627827,1.991110,3.144427,1.719333,0.903877,2.729677,3.850514,0.998756,1.163255,0.407099,0.858641,1.245374,1.058413,1.119677,0.572530,1.151723,2.088812,2.200660,3.451687,0.636729,1.024255,1.158739,1.792240,1.642642
F8,7,1,2,1.276314,1.043845,2.342081,0.650990,2.092055,3.198141,1.866193,0.956854,3.246570,3.925847,0.966624,1.324897,0.380631,0.896641,1.129800,1.265005,1.129271,0.597475,1.136703,2.280074,2.328761,3.515995,0.633855,1.048625,1.376837,1.971387,1.755056
F8,8,1,2,1.180936,1.028059,1.708179,0.876034,2.206251,3.194861,1.831151,1.018593,2.891646,2.730259,0.967968,1.314253,0.510402,0.961793,1.026618,1.513845,1.302344,0.668390,1.144688,1.974261,1.862870,2.729409,0.782183,1.081518,1.357327,1.959972,1.636057
F8,9,1,2,0.986228,1.044710,1.035006,1.232793,1.990384,2.287556,1.547253,1.176472,1.512516,1.254021,1.196763,1.191010,0.841498,0.943825,0.940258,1.764370,1.728893,0.889848,1.180129,1.319478,1.106089,1.545653,1.120765,1.046461,1.175155,1.797560,1.283141
F8,10,1,2,1.708572,1.312235,1.024085,1.332882,1.635370,2.246606,1.287107,1.124506,1.697468,1.582442,1.704786,1.028359,1.095039,0.921956,0.968103,1.655931,2.002275,0.806284,1.121702,0.952701,1.199006,1.775010,1.267493,1.109155,1.087348,1.657156,1.120908
F8,11,1,2,1.645740,1.142883,1.372610,1.026821,1.814017,2.843487,1.494083,1.139102,2.232581,2.364871,1.427926,0.906325,0.818847,0.840752,1.023134,1.243137,1.836983,0.696032,1.149597,1.258629,2.083169,2.660787,0.868719,1.106967,1.089679,1.502459,1.187834
F8,12,1,2,1.588606,1.125965,1.562275,0.918664,1.857803,2.945353,1.626272,1.110450,2.314475,2.658035,1.236573,0.867758,0.616702,0.779521,1.073749,1.005645,1.496828,0.634181,1.168919,1.489062,2.525684,2.901462,0.725122,1.055617,1.155530,1.480706,1.303078
F8,13,1,2,1.516342,1.081997,1.457847,0.994293,1.827624,2.875863,1.662004,1.018104,1.946416,2.329294,1.172544,0.890280,0.621825,0.743225,1.021587,1.006548,1.141544,0.641062,1.176273,1.506231,2.288958,2.588096,0.714151,0.947860,1.234139,1.589363,1.444662
F8,15,1,2,1.105220,1.264733,1.133434,1.085894,2.296608,2.555495,1.097705,0.716916,1.445330,2.434622,1.173821,1.143926,0.771456,1.130870,0.836246,1.122927,1.291052,0.490326,1.188878,1.159060,2.025926,2.614096,1.152776,1.014956,0.812389,1.551298,1.391358
F8,16,1,2,1.287329,1.221338,1.575273,0.713466,2.306003,2.892378,1.281091,0.799349,2.269976,4.023311,1.154969,1.152554,0.661580,0.977457,0.996460,0.958106,1.392915,0.477797,1.246002,1.527826,2.928267,3.794452,0.850176,1.188291,0.751704,1.277410,1.492928
F8,17,1,2,1.291818,1.210121,1.681810,0.695306,2.181547,2.982672,1.377344,0.798430,2.514546,4.277614,1.121299,1.226008,0.612418,0.892099,1.094271,0.934286,1.237243,0.464128,1.239012,1.597895,2.914659,3.580591,0.817391,1.191846,0.809223,1.083521,1.479769
F8,18,1,2,1.148215,1.218148,1.369472,0.967014,1.980261,2.902745,1.338288,0.751698,2.142372,3.293663,1.125448,1.429529,0.754506,0.822103,1.238973,1.214419,1.030489,0.471625,1.274279,1.423547,2.174229,2.610954,0.971644,0.990744,0.943940,1.142232,1.407464
F8,19,1,2,0.710687,1.191859,1.190414,1.259380,1.315821,1.688618,1.184328,0.813453,1.311590,1.283172,1.046111,1.401083,0.979458,0.878367,1.312233,1.633894,0.943152,0.624682,1.570601,1.070961,1.252134,1.217078,1.218587,0.663348,1.091745,1.334729,1.222874
F8,20,1,2,1.455674,1.093622,1.863886,0.839141,2.035856,2.829486,1.718142,1.042109,2.699698,2.838581,1.093858,1.139425,0.764468,1.063638,1.279171,1.250876,1.179925,0.608975,1.391412,1.610799,1.995107,2.907175,0.765151,0.825338,1.008604,1.529501,1.583294
F8,21,1,2,1.473658,1.116271,2.319282,0.608170,2.028068,2.870876,1.758852,1.079596,3.071709,3.397003,1.112400,1.156398,0.599715,1.109109,1.246066,0.907998,1.297403,0.626039,1.325175,1.872694,2.665527,3.613722,0.700206,1.003610,1.032899,1.381547,1.647338
F8,22,1,2,1.428724,1.121838,2.029881,0.617961,1.907892,2.778886,1.628773,1.090009,2.842547,3.022331,1.108162,1.268754,0.645152,1.057309,1.165307,0.840066,1.168459,0.666292,1.343864,1.934123,2.908260,3.067004,0.760978,1.153805,1.138885,1.289784,1.574517
F8,23,1,2,1.263591,1.139469,1.335800,0.892978,1.669281,2.449826,1.429147,0.995599,2.214007,2.026405,1.093039,1.663056,0.776849,0.958172,0.972367,1.001096,0.905916,0.743776,1.483345,1.618004,2.141459,1.845647,1.091887,1.211719,1.262408,1.556613,1.384483
F8,24,1,2,1.148267,1.169776,1.108866,1.696166,1.819601,2.272812,1.077828,0.899896,1.773460,1.722416,1.077368,1.722344,0.777802,1.007055,0.946098,1.179155,0.815403,0.838852,1.143939,1.200093,1.541203,1.350425,1.043392,1.108690,1.025576,1.915720,1.340807
F8,25,1,2,1.528837,1.098768,1.553251,1.271704,2.318338,3.385014,1.413935,1.020977,2.975102,3.364974,1.096707,1.247739,0.576499,1.057392,1.016675,1.007778,1.231125,0.723823,1.076965,1.563433,2.436668,2.652101,0.646529,1.175737,0.885022,1.950849,1.710412
F8,26,1,2,1.561722,1.107485,1.717572,0.976182,2.257660,3.217674,1.447561,1.050249,3.087212,3.758598,1.105150,1.133707,0.458529,1.125758,0.999506,0.934371,1.220210,0.705198,1.049332,1.755205,2.744271,3.386798,0.607333,1.242417,0.858895,1.642148,1.648685
F8,27,1,2,1.585518,1.104047,1.485873,1.016161,2.073539,3.013328,1.356316,1.069572,2.669932,2.927752,1.102645,1.151432,0.537859,1.146941,0.948297,0.968453,1.004098,0.726407,0.997619,1.691206,2.570944,3.052317,0.711844,1.252282,0.886715,1.391019,1.532802
F8,28,1,2,1.284401,1.029970,1.070839,1.231824,1.791699,2.462333,0.997305,1.294205,1.843029,1.370262,1.013923,1.230122,0.866025,1.031638,0.946958,1.150301,0.763735,0.852165,1.138056,1.323963,1.818210,1.712570,1.203348,1.258935,1.107857,1.262806,1.264922
F8,29,1,2,1.039173,1.174527,1.011068,0.931160,2.105707,2.618924,1.053061,1.861326,1.957870,1.801003,0.965550,0.915162,0.947522,0.922033,1.016847,1.105617,1.005764,0.703697,2.069222,1.319384,1.537449,2.019778,1.101610,1.459088,1.169501,1.228581,1.018182
F8,30,1,2,1.311183,1.170500,1.473385,0.604139,2.270663,3.106636,1.461927,1.443913,2.821672,3.700214,1.018593,0.814393,0.746356,0.923008,0.994252,0.922436,1.244156,0.599731,1.613575,1.702859,2.179634,3.027050,0.691286,1.433895,1.010260,1.168176,1.333884
F8,31,1,2,1.378369,1.187406,1.629705,0.581454,2.199351,3.102803,1.551456,1.278995,3.185939,4.573119,1.076701,0.873422,0.682163,0.978312,0.904091,0.896914,1.232306,0.635397,1.534692,1.849839,2.471945,3.168387,0.593274,1.225685,0.908706,1.083065,1.324936
F8,32,1,2,1.364949,1.224488,1.395373,0.703002,1.909662,2.857937,1.474286,1.216542,2.722293,3.441947,1.117678,1.002780,0.808305,1.024100,0.831754,1.008164,1.056962,0.742009,1.503512,1.749113,2.184835,2.467678,0.623551,1.043834,0.842517,1.025813,1.230194
F8,34,1,2,1.218312,1.146372,1.215968,0.679273,2.277971,3.451764,1.185193,1.207140,1.892061,2.172807,0.918268,1.329603,0.890707,0.739804,0.813187,0.970333,1.213430,0.579628,1.402088,1.622641,1.635964,1.935535,0.891768,1.032073,0.764275,1.187331,1.127546
F8,35,1,2,1.345387,1.111924,1.547799,0.541598,2.436150,3.482647,1.353743,1.175417,2.423983,3.160535,1.027026,1.062149,0.685735,0.775102,0.961797,0.781967,1.535559,0.499432,1.398800,1.794626,2.157944,2.859234,0.718600,1.102758,0.880582,1.187363,1.492176
F8,36,1,2,1.393426,1.132519,1.523737,0.531423,2.345495,3.381983,1.280632,1.105601,2.536124,2.952481,1.102931,0.944424,0.606678,0.835303,1.029290,0.726276,1.645892,0.526426,1.505765,1.806812,2.098566,2.863986,0.715602,1.110030,1.026152,1.207693,1.558184
F8,37,1,2,1.398207,1.226062,1.198936,0.645236,1.964567,3.092720,1.031517,0.981265,1.992405,2.020892,1.248993,0.943826,0.677302,0.873577,1.041838,0.846769,1.542840,0.607985,1.920914,1.600593,1.660372,2.018519,0.894622,1.003108,1.090713,1.367936,1.484248
F8,40,1,2,1.356015,1.128278,1.749298,0.648834,2.287679,3.172654,1.633486,1.154832,3.002823,4.480815,1.082618,0.867310,0.638644,0.688613,1.010541,1.074165,1.276211,0.603885,1.148749,2.134940,2.462895,3.120001,0.573279,1.322240,0.721569,0.998744,1.555523
F8,41,1,2,1.333703,1.147222,1.731072,0.722328,2.352442,3.193346,1.459138,1.217615,3.020231,4.021232,1.086239,0.825528,0.682423,0.673585,1.072505,1.127958,1.270299,0.576650,1.187050,2.212386,2.334305,2.881414,0.592861,1.268362,0.779799,1.048984,1.629756
F8,42,1,2,1.184539,1.249224,1.211332,1.105595,2.052809,2.792467,1.034825,1.182122,2.361608,2.296043,1.145533,0.764792,0.970497,0.679105,1.107099,1.192346,1.190200,0.615516,1.335099,2.097975,1.606949,1.728380,0.750868,1.104181,0.833191,1.193387,1.663603
F8,43,1,2,1.167338,1.190106,1.040370,0.894072,1.731356,2.386246,0.973393,1.075209,1.856366,1.846963,1.225035,0.831200,1.182774,0.996155,1.118973,0.916646,1.354228,0.873564,1.408539,2.418256,1.492067,1.121337,0.855792,0.906974,1.149401,1.181506,1.577332
F8,44,1,2,1.423196,1.102468,2.235751,0.479938,2.117786,3.131852,1.883802,1.085580,2.945480,3.733017,1.116399,0.965268,0.617029,0.908432,1.126548,0.653350,1.432640,0.688233,1.266158,2.355100,2.952802,2.655316,0.630659,1.112861,0.994956,1.165448,1.709797
F8,45,1,2,1.423308,1.087547,3.121330,0.375403,2.257809,3.241609,2.184948,1.097108,3.269562,4.708940,1.064652,1.034138,0.440588,0.872212,1.174204,0.589766,1.468254,0.618964,1.235083,2.210490,3.698078,3.594971,0.531310,1.202012,0.948149,1.043552,1.702134
F8,46,1,2,1.401863,1.099141,2.794667,0.421322,2.279619,3.256968,1.950637,1.122532,3.134554,4.288473,1.093098,1.068648,0.493440,0.846566,1.248134,0.679371,1.326069,0.577982,1.276842,2.098263,3.721658,3.743924,0.566239,1.185450,0.956509,1.086250,1.617503
F8,47,1,2,1.208319,1.123678,1.633616,0.804250,2.095114,3.018243,1.172845,1.083051,1.940238,2.009578,1.344130,1.044429,0.791301,0.786583,1.195501,1.068606,1.136906,0.561797,1.532045,1.764679,2.170733,2.327553,0.927574,0.970151,0.939802,1.294779,1.429157
F8,48,1,2,1.307125,1.172478,1.900450,0.707808,2.192700,3.517860,1.302323,1.077077,2.307355,2.435940,1.345818,0.971464,0.734683,0.889679,1.101464,0.958146,1.260633,0.547772,1.290049,1.981834,2.725774,3.247596,0.913952,1.017120,0.885363,1.704474,1.443341
F8,49,1,2,1.409912,1.130343,3.656389,0.430721,2.302822,3.459113,1.853255,1.112644,3.246855,4.510751,1.134296,0.989385,0.459881,0.866838,1.100891,0.695039,1.409706,0.544946,1.190779,2.277769,3.850691,5.312541,0.607701,1.200803,0.861662,1.533348,1.627071
F8,50,1,2,1.422909,1.117613,4.637050,0.377666,2.376520,3.383896,1.929913,1.121782,3.453576,5.316299,1.088378,0.972649,0.374458,0.865979,1.115402,0.648810,1.449505,0.544783,1.195262,2.295464,3.967781,6.014011,0.537189,1.226827,0.856584,1.221688,1.635000
F8,51,1,2,1.393770,1.130135,2.824916,0.479858,2.281961,3.351539,1.707634,1.114701,2.918958,4.269059,1.137740,0.951698,0.496160,0.853420,1.170029,0.795290,1.343542,0.553685,1.268287,2.187169,3.536155,5.070082,0.642596,1.077389,0.902791,1.213729,1.620213
F8,52,1,2,0.948639,1.240463,1.328001,1.094471,1.871369,2.769211,0.871675,1.025674,1.384459,1.563839,1.397592,0.938838,0.904249,0.751143,1.180944,1.357906,1.209939,0.596019,1.756131,1.748831,1.881893,2.158157,1.228803,0.775844,0.880263,1.352883,1.456434
F8,53,1,2,1.354046,1.129548,2.383997,0.612484,2.268138,3.402154,1.545082,1.096084,2.673871,3.476346,1.198717,0.990958,0.575422,0.841250,1.168735,0.870258,1.292792,0.537411,1.301190,2.170790,3.230254,3.845704,0.743386,1.070294,0.898257,1.551709,1.682390
F8,54,1,2,1.408026,1.111816,4.238971,0.420098,2.345567,3.430461,1.896880,1.128528,3.350660,5.277797,1.098523,1.003144,0.385197,0.834840,1.149489,0.653969,1.419710,0.528393,1.210219,2.287641,3.905056,5.176438,0.568419,1.250639,0.876531,1.491863,1.725397
F8,55,1,2,1.410592,1.114045,3.983470,0.413354,2.363774,3.448849,1.887601,1.120237,3.406005,5.326458,1.087152,0.988438,0.363275,0.841598,1.169032,0.679667,1.423877,0.529610,1.208948,2.310792,3.865101,5.158167,0.551891,1.256409,0.871398,1.371441,1.689051
F8,56,1,2,1.348879,1.120504,2.302410,0.590622,2.287979,3.431592,1.531419,1.101460,2.761655,3.562797,1.170211,0.944723,0.545661,0.842141,1.196248,0.877169,1.294415,0.536247,1.272020,2.170357,3.173476,3.956113,0.709833,1.066290,0.892276,1.400406,1.634249
F8,57,1,2,0.894358,1.229508,1.167513,1.140053,1.935944,2.939586,0.827123,0.945963,1.396461,1.426060,1.334088,0.926198,0.955837,0.762003,1.132234,1.345988,1.275773,0.604517,1.825186,1.726416,1.636234,1.882872,1.465327,0.791344,0.895975,1.492267,1.452014
F8,58,1,2,1.393654,1.137642,2.738365,0.514931,2.279373,3.335557,1.687038,1.074510,3.063337,4.016491,1.132581,0.957306,0.502215,0.823446,1.190403,0.806798,1.371465,0.542182,1.294229,2.224672,3.510397,4.492686,0.681038,1.120776,0.926764,1.501940,1.707221
F8,59,1,2,1.426962,1.131138,4.621968,0.389816,2.354140,3.403905,1.926402,1.119993,3.567462,5.422540,1.083487,0.983945,0.346664,0.833670,1.179796,0.647785,1.453603,0.541882,1.234561,2.289026,4.045777,5.754078,0.539451,1.249592,0.905423,1.433898,1.747616
F8,60,1,2,1.414095,1.120969,3.750835,0.424971,2.332259,3.374384,1.843742,1.110654,3.409848,4.906075,1.099400,0.988391,0.390673,0.828395,1.167951,0.700219,1.428483,0.534124,1.257516,2.295824,3.856729,5.472794,0.576612,1.212123,0.905820,1.434829,1.705222
F8,61,1,2,1.322099,1.147348,1.955942,0.669579,2.209213,3.363959,1.357969,1.061355,2.440498,2.893680,1.241643,0.949736,0.629956,0.815123,1.155294,0.994438,1.281813,0.540282,1.441532,2.129209,2.966135,3.654038,0.801827,1.014028,0.903041,1.539414,1.563753
F8,62,1,2,1.181256,1.151021,1.535286,0.858628,2.094232,3.261563,1.125790,1.020282,1.900242,2.175471,1.304385,0.980194,0.799617,0.826271,1.131511,1.152814,1.219502,0.549350,1.480688,1.994698,2.415903,2.682392,1.011156,0.905971,0.881161,1.558115,1.473485
F8,63,1,2,1.396243,1.118517,3.213256,0.466397,2.306433,3.360902,1.791845,1.104838,3.209547,4.649839,1.106600,0.988921,0.460761,0.838233,1.185276,0.732176,1.357788,0.525011,1.232189,2.270960,3.714452,4.561068,0.618705,1.158297,0.897103,1.448530,1.706976
