channel,freq,C1,C2,DV,increase,DV accepted
F3,0,1,3,206.400043,0,1
F3,1,1,3,192.962175,0,1
F3,2,1,3,154.922284,0,1
F3,3,1,3,101.530618,0,1
F3,4,1,3,46.225610,0,1
F3,9,1,2,20.453946,0,1
F3,12,1,3,29.106623,0,1
F3,13,1,3,20.911269,0,1
F3,14,1,3,9.682182,0,1
F3,19,1,2,6.683674,0,1
F3,24,1,2,6.322775,0,1
F3,25,1,3,11.320715,0,1
F3,26,1,3,13.386151,0,1
F3,27,1,3,10.954291,0,1
F3,28,1,3,5.920675,0,1
F3,29,1,3,7.152139,0,1
F3,30,1,3,10.544638,0,1
F3,31,1,3,11.435567,0,1
F3,32,1,3,9.392519,0,1
F3,34,1,3,7.437687,0,1
F3,39,1,3,7.301776,0,1
F3,40,1,3,9.813482,0,1
F3,41,1,3,9.016970,0,1
F3,42,1,3,5.261121,0,1
F3,43,1,3,3.600572,0,1
F3,44,1,3,7.109522,0,1
F3,46,1,3,7.080284,0,1
F3,47,1,3,3.246235,0,1
F3,48,1,3,3.933722,0,1
F3,52,1,2,2.181119,0,1
F3,53,1,3,4.630394,0,1
F3,56,1,3,4.733093,0,1
F3,57,1,2,1.947840,0,1
F3,58,1,3,5.438163,0,1
F3,61,1,3,3.664401,0,1
F3,62,1,3,2.689213,0,1
AF3,9,2,3,20.631670,1,1
AF3,10,1,3,21.503387,1,1
AF3,10,2,3,20.582331,1,1
AF3,11,2,3,24.221922,1,1
AF3,12,2,3,23.060445,1,1
AF3,29,2,3,5.682202,1,1
AF3,42,2,3,3.946947,1,1
AF3,47,2,3,2.723132,1,1
AF3,48,2,3,3.011005,1,1
AF3,52,2,3,1.897746,1,1
AF3,57,2,3,1.764984,1,1
AF3,62,2,3,2.243252,1,1
F7,0,2,3,121.480619,1,1
F7,1,2,3,114.171347,1,1
F7,2,2,3,93.570041,1,1
F7,3,2,3,65.009436,1,1
F7,4,2,3,35.025474,1,1
F7,5,1,3,21.692320,1,1
F7,5,2,3,21.737800,1,1
F7,6,2,3,29.151899,1,1
F7,7,2,3,31.058228,1,1
F7,8,1,2,26.705744,0,1
F7,8,2,3,26.668021,1,1
F7,9,1,2,17.910043,0,1
F7,9,2,3,19.813149,1,1
F7,10,1,2,17.463332,0,1
F7,10,2,3,19.560325,1,1
F7,11,1,2,20.618699,0,1
F7,11,2,3,22.796887,1,1
F7,12,1,2,20.007179,0,1
F7,12,2,3,21.825358,1,1
F7,13,2,3,16.222281,1,1
F7,14,2,3,9.730030,1,1
F7,15,2,3,10.443177,1,1
F7,16,2,3,13.464864,1,1
F7,17,2,3,13.499784,1,1
F7,18,2,3,9.876621,1,1
F7,19,2,3,6.611936,1,1
F7,20,1,2,8.705122,0,1
F7,20,2,3,9.087348,1,1
F7,21,1,2,10.206759,0,1
F7,21,2,3,10.825937,1,1
F7,22,2,3,10.173297,1,1
F7,23,2,3,7.030085,1,1
F7,24,2,3,5.674065,1,1
F7,25,1,2,7.630944,0,1
F7,25,2,3,8.369706,1,1
F7,26,1,2,8.464469,0,1
F7,26,2,3,9.540298,1,1
F7,27,1,2,7.277606,0,1
F7,27,2,3,8.087275,1,1
F7,28,1,2,5.159433,0,1
F7,28,2,3,5.319744,1,1
F7,29,1,2,5.454624,0,1
F7,29,2,3,5.661927,1,1
F7,30,1,2,7.285935,0,1
F7,30,2,3,8.145570,1,1
F7,31,2,3,8.758624,1,1
F7,32,2,3,6.801766,1,1
F7,33,1,3,4.721348,1,1
F7,33,2,3,4.674402,1,1
F7,34,1,2,5.403727,0,1
F7,34,2,3,5.617924,1,1
F7,35,1,2,7.096789,0,1
F7,35,2,3,7.312120,1,1
F7,36,1,2,6.902426,0,1
F7,36,2,3,7.078005,1,1
F7,37,1,2,5.096992,0,1
F7,37,2,3,5.478357,1,1
F7,38,1,3,3.854971,1,1
F7,38,2,3,3.716163,1,1
F7,39,1,2,4.826118,0,1
F7,39,2,3,5.255633,1,1
F7,40,1,2,5.867225,0,1
F7,40,2,3,6.203529,1,1
F7,41,1,2,5.347794,0,1
F7,41,2,3,5.711046,1,1
F7,42,2,3,3.919005,1,1
F7,43,2,3,3.107050,1,1
F7,44,2,3,4.746622,1,1
F7,45,1,2,5.223400,0,1
F7,45,2,3,5.488114,1,1
F7,46,2,3,4.607791,1,1
F7,47,2,3,2.650689,1,1
F7,48,1,2,2.658764,0,1
F7,48,2,3,2.839950,1,1
F7,49,1,2,4.294795,0,1
F7,49,2,3,4.439017,1,1
F7,50,1,2,4.590274,0,1
F7,50,2,3,4.915509,1,1
F7,51,1,2,3.583273,0,1
F7,51,2,3,3.804152,1,1
F7,52,1,3,1.915635,1,1
F7,52,2,3,1.877677,1,1
F7,53,1,2,3.010814,0,1
F7,53,2,3,3.187322,1,1
F7,54,1,2,4.334596,0,1
F7,54,2,3,4.582930,1,1
F7,55,1,2,4.324379,0,1
F7,55,2,3,4.610786,1,1
F7,56,1,2,2.997649,0,1
F7,56,2,3,3.274056,1,1
F7,57,1,3,1.786351,1,1
F7,57,2,3,1.711003,1,1
F7,58,1,2,3.337012,0,1
F7,58,2,3,3.523136,1,1
F7,59,1,2,4.351358,0,1
F7,59,2,3,4.606200,1,1
F7,60,1,2,4.036504,0,1
F7,60,2,3,4.266172,1,1
F7,61,1,2,2.452851,0,1
F7,61,2,3,2.658491,1,1
F7,62,1,2,1.939650,0,1
F7,62,2,3,2.175343,1,1
F7,63,1,2,3.688329,0,1
F7,63,2,3,3.868946,1,1
T7,0,1,3,224.036525,0,1
T7,1,1,3,208.593664,0,1
T7,2,1,3,166.078376,0,1
T7,3,1,3,107.470175,0,1
T7,4,1,3,52.325888,0,1
T7,5,1,3,24.810839,0,1
T7,6,1,3,45.414329,0,1
T7,7,1,3,50.286927,0,1
T7,8,1,3,39.488675,0,1
T7,9,1,2,20.716731,0,1
T7,9,1,3,20.921133,0,1
T7,10,1,2,18.195157,0,1
T7,10,1,3,18.386541,0,1
T7,11,1,3,29.391205,0,1
T7,12,1,3,30.500664,0,1
T7,13,1,3,21.523435,0,1
T7,14,1,3,8.522612,0,1
T7,15,1,3,13.616112,0,1
T7,16,1,3,20.955216,0,1
T7,17,1,3,20.694673,0,1
T7,18,1,3,13.727749,0,1
T7,19,1,2,6.226924,0,1
T7,19,1,3,6.223998,0,1
T7,20,1,3,13.674911,0,1
T7,21,1,3,17.897141,0,1
T7,22,1,3,15.802779,0,1
T7,23,1,3,9.803396,0,1
T7,25,1,3,13.039393,0,1
T7,26,1,3,15.558811,0,1
T7,27,1,3,12.720713,0,1
T7,28,1,3,6.709598,0,1
T7,29,1,3,7.381700,0,1
T7,30,1,3,12.233876,0,1
T7,31,1,3,13.414582,0,1
T7,32,1,3,10.205742,0,1
T7,34,1,3,8.383823,0,1
T7,35,1,3,11.956670,0,1
T7,36,1,3,11.851045,0,1
T7,37,1,3,8.352735,0,1
T7,39,1,3,8.588207,0,1
T7,40,1,3,11.434035,0,1
T7,41,1,3,10.156025,0,1
T7,42,1,3,5.418769,0,1
T7,43,1,3,3.782990,0,1
T7,44,1,3,8.322686,0,1
T7,45,1,3,10.012282,0,1
T7,46,1,3,8.040653,0,1
T7,47,1,3,3.666136,0,1
T7,48,1,3,4.283092,0,1
T7,49,1,3,8.086769,0,1
T7,50,1,3,8.974244,0,1
T7,51,1,3,6.429403,0,1
T7,52,1,3,2.251642,0,1
T7,53,1,3,5.084794,0,1
T7,54,1,3,8.280178,0,1
T7,55,1,3,8.295429,0,1
T7,56,1,3,5.144850,0,1
T7,57,1,3,2.073996,0,1
T7,58,1,3,5.975299,0,1
T7,59,1,3,8.401891,0,1
T7,60,1,3,7.573787,0,1
T7,61,1,3,3.989321,0,1
T7,62,1,3,3.025858,0,1
T7,63,1,3,6.795286,0,1
P7,10,1,2,15.729035,0,1
O1,9,2,3,15.374938,1,1
O1,10,1,2,13.890485,0,1
O1,10,2,3,14.300882,1,1
O1,14,2,3,7.950262,1,1
O1,52,1,2,1.240667,0,1
O1,57,2,3,1.152953,1,1
O2,5,1,3,23.148226,0,1
O2,10,2,3,26.012450,1,1
O2,14,2,3,12.682185,1,1
O2,19,1,2,7.795453,0,1
O2,19,2,3,7.667003,1,1
P8,9,1,2,23.885204,0,1
P8,9,2,3,24.236797,1,1
P8,10,2,3,24.717704,1,1
P8,14,2,3,12.094922,1,1
P8,19,1,2,7.020318,0,1
P8,19,2,3,7.334895,1,1
T8,0,1,2,256.418490,0,1
T8,0,1,3,276.954402,0,1
T8,1,1,2,238.941463,0,1
T8,1,1,3,258.706232,0,1
T8,2,1,2,190.623628,0,1
T8,2,1,3,207.144551,0,1
T8,3,1,2,123.456332,0,1
T8,3,1,3,134.943470,0,1
T8,4,1,2,54.533330,0,1
T8,4,1,3,60.620751,0,1
T8,5,1,2,26.283485,0,1
T8,5,1,3,25.564341,0,1
T8,6,1,2,51.694434,0,1
T8,6,1,3,56.255545,0,1
T8,7,1,2,59.376903,0,1
T8,7,1,3,65.199879,0,1
T8,8,1,2,47.432503,0,1
T8,8,1,3,52.165099,0,1
T8,9,1,2,27.378786,0,1
T8,9,1,3,28.682192,0,1
T8,10,1,2,26.979047,0,1
T8,10,1,3,27.976608,0,1
T8,11,1,2,36.702822,0,1
T8,11,1,3,38.882525,0,1
T8,12,1,2,36.438638,0,1
T8,12,1,3,39.804207,0,1
T8,13,1,2,26.485505,0,1
T8,13,1,3,28.690729,0,1
T8,14,1,2,13.385835,0,1
T8,15,1,2,16.802831,0,1
T8,15,1,3,17.429657,0,1
T8,16,1,2,24.333462,0,1
T8,16,1,3,26.151168,0,1
T8,17,1,2,24.243563,0,1
T8,17,1,3,25.642809,0,1
T8,18,1,2,16.571307,0,1
T8,18,1,3,17.246542,0,1
T8,19,1,2,8.224286,0,1
T8,19,1,3,8.785661,0,1
T8,20,1,2,15.481081,0,1
T8,20,1,3,17.203913,0,1
T8,21,1,2,19.964263,0,1
T8,21,1,3,22.338947,0,1
T8,22,1,2,17.794801,0,1
T8,22,1,3,20.031909,0,1
T8,23,1,2,10.586160,0,1
T8,23,1,3,11.972299,0,1
T8,24,1,2,7.782215,0,1
T8,24,1,3,7.847436,0,1
T8,25,1,2,14.537319,0,1
T8,25,1,3,16.052268,0,1
T8,26,1,2,17.223762,0,1
T8,26,1,3,19.242499,0,1
T8,27,1,2,14.216845,0,1
T8,27,1,3,15.622930,0,1
T8,28,1,2,7.840281,0,1
T8,28,1,3,8.008009,0,1
T8,29,1,2,8.255618,0,1
T8,29,1,3,8.973381,0,1
T8,30,1,2,13.989848,0,1
T8,30,1,3,15.028035,0,1
T8,31,1,2,15.272495,0,1
T8,31,1,3,16.340919,0,1
T8,32,1,2,11.605951,0,1
T8,32,1,3,12.508733,0,1
T8,34,1,2,9.346270,0,1
T8,34,1,3,9.848267,0,1
T8,35,1,2,13.093983,0,1
T8,35,1,3,14.588348,0,1
T8,36,1,2,12.920064,0,1
T8,36,1,3,14.539331,0,1
T8,37,1,2,8.986171,0,1
T8,37,1,3,9.817937,0,1
T8,39,1,2,8.866650,0,1
T8,39,1,3,9.669982,0,1
T8,40,1,2,11.775544,0,1
T8,40,1,3,12.583076,0,1
T8,41,1,2,10.686784,0,1
T8,41,1,3,11.509618,0,1
T8,42,1,2,6.181015,0,1
T8,42,1,3,6.680023,0,1
T8,43,1,2,4.600694,0,1
T8,43,1,3,4.642521,0,1
T8,44,1,2,8.842670,0,1
T8,44,1,3,10.006733,0,1
T8,45,1,2,10.768291,0,1
T8,45,1,3,11.804721,0,1
T8,46,1,2,8.794858,0,1
T8,46,1,3,9.621737,0,1
T8,47,1,2,3.926817,0,1
T8,47,1,3,4.486853,0,1
T8,48,1,2,4.663064,0,1
T8,48,1,3,5.402898,0,1
T8,49,1,2,8.982847,0,1
T8,49,1,3,9.852000,0,1
T8,50,1,2,9.941210,0,1
T8,50,1,3,10.769416,0,1
T8,51,1,2,7.181514,0,1
T8,51,1,3,7.903190,0,1
T8,52,1,2,2.447920,0,1
T8,52,1,3,2.501791,0,1
T8,53,1,2,5.664288,0,1
T8,53,1,3,6.387927,0,1
T8,54,1,2,9.172335,0,1
T8,54,1,3,10.020593,0,1
T8,55,1,2,9.186818,0,1
T8,55,1,3,10.023061,0,1
T8,56,1,2,5.750584,0,1
T8,56,1,3,6.438730,0,1
T8,57,1,2,2.172469,0,1
T8,57,1,3,2.170201,0,1
T8,58,1,2,6.633468,0,1
T8,58,1,3,7.427464,0,1
T8,59,1,2,9.296946,0,1
T8,59,1,3,10.142388,0,1
T8,60,1,2,8.407478,0,1
T8,60,1,3,9.217093,0,1
T8,61,1,2,4.391229,0,1
T8,61,1,3,5.018539,0,1
T8,62,1,2,3.106682,0,1
T8,62,1,3,3.629469,0,1
T8,63,1,2,7.532544,0,1
T8,63,1,3,8.388991,0,1
F8,3,1,2,73.957867,0,1
F8,4,1,2,38.297905,0,1
F8,5,1,2,23.931373,0,1
F8,9,1,2,25.084322,0,1
F8,10,1,2,24.412857,0,1
F8,10,2,3,22.789061,1,1
F8,11,1,2,25.971062,0,1
F8,12,1,2,24.010227,0,1
F8,18,1,2,11.589640,0,1
F8,19,1,2,7.621355,0,1
F8,20,1,2,10.717110,0,1
F8,21,1,2,12.917209,0,1
F8,22,1,2,11.327939,0,1
F8,23,1,2,7.686417,0,1
F8,24,1,2,6.346845,0,1
F8,25,1,2,9.613455,0,1
F8,26,1,2,11.114808,0,1
F8,27,1,2,9.674557,0,1
F8,28,1,2,6.529468,0,1
F8,29,1,2,6.319292,0,1
F8,30,1,2,9.273988,0,1
F8,31,1,2,9.691358,0,1
F8,32,1,2,7.583787,0,1
F8,43,1,2,3.458194,0,1
F8,44,1,2,5.564664,0,1
F8,47,1,2,2.799309,0,1
F8,48,1,2,3.189725,0,1
F8,51,1,2,4.377967,0,1
F8,52,1,2,2.003446,0,1
F8,53,1,2,3.691155,0,1
F8,56,1,2,3.641530,0,1
F8,57,1,2,1.855432,0,1
F8,58,1,2,4.131793,0,1
F8,61,1,2,3.004706,0,1
F8,62,1,2,2.327231,0,1
